App ID;German;English;Translate
com.jio.media.jioondemand;;We need this permission to help you seamlessly cast JioCinema on other devices on your local network.;We need this permission to help you seamlessly cast JioCinema on other devices on your local network.
com.cartoncloud.transport;;Required for debugging flutter;Required for debugging flutter
nl.wienelware.huemusicsyncdiscoparty;;Local network access is required to connect with your Hue lights;Local network access is required to connect with your Hue lights
com.tsm.ksli1280;;Uses the local network to discover Cast-enabled devices on your WiFi network.;Uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.57FWVV;;Gospel to Every Home, KBC uses the local network to discover Cast-enabled devices on your WiFi network.;Gospel to Every Home, KBC uses the local network to discover Cast-enabled devices on your WiFi network.
com.netpulse.inspireall;Erlaube Zugriff, um Streams und Videos auf Deinem TV zu schauen.;Allow local network access to watch videos on your TV;Allow local network access to watch videos on your TV
com.l5d69.l5d69;;Beat106Scotland uses the local network to discover Cast-enabled devices on your WiFi network.;Beat106Scotland uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.7M54V2;;Christian Radio Friends - WFRN uses the local network to discover Cast-enabled devices on your WiFi network.;Christian Radio Friends - WFRN uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.5C375N;;Impact Church Hartwell uses the local network to discover Cast-enabled devices on your WiFi network.;Impact Church Hartwell uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.TB2DWS;;Willow Glen Bible Church uses the local network to discover Cast-enabled devices on your WiFi network.;Willow Glen Bible Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.REscan360.REscanViewer;;Enable to view scan on GPS Map;Enable to view scan on GPS Map
com.subsplashconsulting.2K8XJV;;The Temple - Louisville, KY uses the local network to discover Cast-enabled devices on your WiFi network.;The Temple - Louisville, KY uses the local network to discover Cast-enabled devices on your WiFi network.
com.trainerize.d2fcityfitbathurst;;D2f Cityfit uses the local network to discover Cast-enabled devices on your WiFi network.;D2f Cityfit uses the local network to discover Cast-enabled devices on your WiFi network.
com.trainerize.stateoffitness2;;My State of Fitness uses the local network to discover Cast-enabled devices on your WiFi network.;My State of Fitness uses the local network to discover Cast-enabled devices on your WiFi network.
org.mobsya.thymio.launcher.ios;;Thymio Suite is looking for local Thymio devices;Thymio Suite is looking for local Thymio devices
io.pushpay.bethesdalutheranbrethrenchurch;;Bethesda EC app uses the local network to connect to Cast-enabled devices on your WiFi network.;Bethesda EC app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.promeddevs.LedWiFPinStadium;"Sie mÃ¼ssen das ""lokale Netzwerk"" einschalten, um Ihr WIFI-GerÃ¤t zu erkennen und eine Verbindung herzustellen";Local network access must be enabled. Otherwise, the app will not be able to detect the device;Local network access must be enabled. Otherwise, the app will not be able to detect the device
com.subsplashconsulting.TPGJ8V;;New Community Church - Chicago uses the local network to discover Cast-enabled devices on your WiFi network.;New Community Church - Chicago uses the local network to discover Cast-enabled devices on your WiFi network.
com.zebra.printersetup;;This app needs to be able to scan the local network in order to discover printers. ;This app needs to be able to scan the local network in order to discover printers.
com.NewspaperDirect.BangkokPost;;Looking for local tcp Bonjour service;Looking for local tcp Bonjour service
com.amcrest.amcrest;;The app will be able to discover and connect to DMSS compatible devices on the networks you use.;The app will be able to discover and connect to DMSS compatible devices on the networks you use.
com.subsplashconsulting.VVK6FX;;V2V Community Church uses the local network to discover Cast-enabled devices on your WiFi network.;V2V Community Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.BJXVPG;;Rescue House uses the local network to discover Cast-enabled devices on your WiFi network.;Rescue House uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.VX856Z;;SoCal Christian Students uses the local network to discover Cast-enabled devices on your WiFi network.;SoCal Christian Students uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.2G48NW;;Dunamis Church App uses the local network to discover Cast-enabled devices on your WiFi network.;Dunamis Church App uses the local network to discover Cast-enabled devices on your WiFi network.
com.nibmeetings.ios;;WorqApp uses the local network to connect with devices around you.;WorqApp uses the local network to connect with devices around you.
nl.gunshies;;Allow Flutter tools on your computer to connect and debug your application.;Allow Flutter tools on your computer to connect and debug your application.
com.customchurchapps.rivercc;;RCC uses the local network to discover Cast-enabled devices on your WiFi network.;RCC uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.K6RT6D;;Mt. Zion Kalamazoo uses the local network to discover Cast-enabled devices on your WiFi network.;Mt. Zion Kalamazoo uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.J2VPZB;;SOTH Church uses the local network to discover Cast-enabled devices on your WiFi network.;SOTH Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.BNTSSP;;Good Shepherd Baptist Church uses the local network to discover Cast-enabled devices on your WiFi network.;Good Shepherd Baptist Church uses the local network to discover Cast-enabled devices on your WiFi network.
io.echurch.victoryfamily;;VFC app uses the local network to connect to Cast-enabled devices on your WiFi network.;VFC app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.subsplashconsulting.4GWTNH;;Koinonia KidMin uses the local network to discover Cast-enabled devices on your WiFi network.;Koinonia KidMin uses the local network to discover Cast-enabled devices on your WiFi network.
com.trainerize.fitness14402;;Fitness 1440 uses the local network to discover Cast-enabled devices on your WiFi network.;Fitness 1440 uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.DNM57V;;White Station Youth Group uses the local network to discover Cast-enabled devices on your WiFi network.;White Station Youth Group uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashstudio226.Summit-Crossing-Community-Church;;Summit Crossing uses the local network to discover Cast-enabled devices on your WiFi network.;Summit Crossing uses the local network to discover Cast-enabled devices on your WiFi network.
nl.delta.itv;; uses the local network to discover Cast-enabled devices on your WiFi network.;uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.CC7R6W;;Tom Williams Ministries uses the local network to discover Cast-enabled devices on your WiFi network.;Tom Williams Ministries uses the local network to discover Cast-enabled devices on your WiFi network.
com.tsm.witl;;Uses the local network to discover Cast-enabled devices on your WiFi network.;Uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashmarketing.Potential-Church;;Potential app uses the local network to connect to Cast-enabled devices on your WiFi network.;Potential app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.echurchapps.reachmoco;;Reach Community Church uses the local network to discover Cast-enabled devices on your WiFi network.;Reach Community Church uses the local network to discover Cast-enabled devices on your WiFi network.
be.basalte.musicapp;;Looking for local tcp Bonjour service;Looking for local tcp Bonjour service
com.subsplashconsulting.8C6VRR;;United Family Worship Center uses the local network to discover Cast-enabled devices on your WiFi network.;United Family Worship Center uses the local network to discover Cast-enabled devices on your WiFi network.
com.entrya.FacilaneXt;;Access to the local network is required to transfer configuration data to the indoor unit;If you agree to the APP's use of the local network, the APP can access devices on your local network more quickly and in a process
com.independence284.p5ewz6srlapp;;TFG: Home workouts and recipes uses the local network to discover Cast-enabled devices on your WiFi network.;TFG: Home workouts and recipes uses the local network to discover Cast-enabled devices on your WiFi network.
com.customchurchapps.tabernaclebaptistchurch;;Tabernacle B C Hiram uses the local network to discover Cast-enabled devices on your WiFi network.;Tabernacle B C Hiram uses the local network to discover Cast-enabled devices on your WiFi network.
com.aeg.myaeg;;MyAEG uses your local network to connect with your appliances.;MyAEG uses your local network to connect with your appliances.
com.superstarjudo;;SuperstarJudo uses the local network to discover Cast-enabled devices on your WiFi network.;SuperstarJudo uses the local network to discover Cast-enabled devices on your WiFi network.
eu.tradecast.tradecasttv;;We use the local network to discover Cast-enabled devices on your WiFi network;We use the local network to discover Cast-enabled devices on your WiFi network.
com.turingvideo.turingvision;;The app uses the local network to connect robot around you.;The app uses the local network to connect robot around you.
ventures.al.mashin.al;;Allow flutter tools on your computer to connect and debug your application.;Allow flutter tools on your computer to connect and debug your application.
com.subsplashconsulting.C5JCFC;;Hope UC Santa Fe uses the local network to discover Cast-enabled devices on your WiFi network.;Hope UC Santa Fe uses the local network to discover Cast-enabled devices on your WiFi network.
hr.apps.207002637;;CCEA app uses the local network to connect to Cast-enabled devices on your WiFi network.;CCEA app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.teklink.37180;;FBC Swannanoa uses the local network to discover Cast-enabled devices on your WiFi network.;FBC Swannanoa uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.923CJT;;Victory Assembly App uses the local network to discover Cast-enabled devices on your WiFi network.;Victory Assembly App uses the local network to discover Cast-enabled devices on your WiFi network.
bezelbrothers.app;;Allow Flutter tools on your computer to connect and debug your application.;Allow Flutter tools on your computer to connect and debug your application.
io.pushpay.dc3puntagorda;;DC3 app uses the local network to connect to Cast-enabled devices on your WiFi network.;DC3 app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.NewspaperDirect.CalgaryHerald;;Looking for local tcp Bonjour service;Looking for local tcp Bonjour service
de.telekom.deutschlandlan.cloudpbx;;We would like to access local network for DNS host resolution.;We would like to access local network for DNS host resolution.
com.subsplashconsulting.HSVQF6;;Sequoia Church Ottawa uses the local network to discover Cast-enabled devices on your WiFi network.;Sequoia Church Ottawa uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.VFTSKK;;Family ID uses the local network to discover Cast-enabled devices on your WiFi network.;Family ID uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.M6JC9W;;Calvary Chapel Klamath Falls uses the local network to discover Cast-enabled devices on your WiFi network.;Calvary Chapel Klamath Falls uses the local network to discover Cast-enabled devices on your WiFi network.
com.bluebridgechurches.fountain;;Fountain Springs Church Mobile uses the local network to discover Cast-enabled devices on your WiFi network.;Fountain Springs Church Mobile uses the local network to discover Cast-enabled devices on your WiFi network.
com.customchurchapps.elementchurchcc;;ElementChurch uses the local network to discover Cast-enabled devices on your WiFi network.;ElementChurch uses the local network to discover Cast-enabled devices on your WiFi network.
io.pushpay.bjcopp;;BJC Church app uses the local network to connect to Cast-enabled devices on your WiFi network.;BJC Church app uses the local network to connect to Cast-enabled devices on your WiFi network.
org.streamlineteams;Durch Zugriff auf diese Daten kÃ¶nnen Cast-fÃ¤hige GerÃ¤ten im WLAN-Netzwerk erkannt werden.;Access to this data will help discover Cast-enabled devices on your WiFi network;Access to this data will help discover Cast-enabled devices on your WiFi network
com.technogym.mywellness.corefitness;;Used to discover Cast-enabled devices on your WiFi;Used to discover Cast-enabled devices on your WiFi
com.technogym.mywellness.fitaustralia;;Used to discover Cast-enabled devices on your WiFi;Used to discover Cast-enabled devices on your WiFi
com.podme.beta;;Podme uses the local network to discover Cast-enabled devices on your WiFi;"Podme uses the local network to discover Cast-enabled devices on your WiFi
            network."
com.subsplashconsulting.P5SM84;;LWC Lansing uses the local network to discover Cast-enabled devices on your WiFi network.;LWC Lansing uses the local network to discover Cast-enabled devices on your WiFi network.
com.pvolve.my;;"P.volve uses the local network to discover Cast-enabled devices on your WiFi
  network.";"P.volve uses the local network to discover Cast-enabled devices on your WiFi
  network."
com.app.Truscapes;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.generalcomp.revo;Die App benÃ¶tigt die LAN-Berechtigung, um den LAN-Status des GerÃ¤ts abzurufen und das Netzwerk fÃ¼r das GerÃ¤t zu konfigurieren;App needs to obtain the LAN permission to obtain the LAN status of the device and configure the network for the device;Local Network Usage Description
io.pushpay.ferventchurch;;Fervent Life app uses the local network to connect to Cast-enabled devices on your WiFi network.;Fervent Life app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.ambee.ambeeapp;;Ambee uses the local network to connect to the Hue bridge.;Ambee uses the local network to connect to the Hue bridge.
com.subsplashconsulting.XHMMV2;;Current Church uses the local network to discover Cast-enabled devices on your WiFi network.;Current Church uses the local network to discover Cast-enabled devices on your WiFi network.
es.bancobig.app;;Big needs access to Local Network in order to improve customer experience;Big needs access to Local Network in order to improve customer experience
io.pushpay.wchsheralds;;WCHS app uses the local network to connect to Cast-enabled devices on your WiFi network.;WCHS app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.inseego.connect;;Inseego App would Like to use local network to connect to Inseego Device;Inseego App would Like to use local network to connect to Inseego Device
com.familiekoning.klassefm;;"Klasse.FM uses the local network to discover Cast-enabled devices on your WiFi
    network.";"Klasse.FM uses the local network to discover Cast-enabled devices on your WiFi
    network."
com.novogradac.journaloftaxcredits;;mag+ uses Local network for content design testing.;mag+ uses Local network for content design testing.
com.subsplashconsulting.4QT2PK;;New Heights WA uses the local network to discover Cast-enabled devices on your WiFi network.;New Heights WA uses the local network to discover Cast-enabled devices on your WiFi network.
com.bluuremote.fosseurope;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.ledgrouprobus.smart;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.subsplashconsulting.T59ZKD;;WGFY 1480 With Grace For You uses the local network to discover Cast-enabled devices on your WiFi network.;WGFY 1480 With Grace For You uses the local network to discover Cast-enabled devices on your WiFi network.
com.bt.cloudphone;;This app will be able to discover and connect to devices on the networks you use.;This app will be able to discover and connect to devices on the networks you use.
tv.uscreen.bohobeautifulapp;;Access to your network allows app to discover and connect to devices such as your TV.;Access to your network allows app to discover and connect to devices such as your TV.
com.vbfitmethod;;VBMETHOD uses the local network to discover Cast-enabled devices on your WiFi network.;VBMETHOD uses the local network to discover Cast-enabled devices on your WiFi network.
com.avtech.eagleeyes312;;Search device and connect;Search device and connect
com.subsplashconsulting.55W85H;;Christ the King Lutheran uses the local network to discover Cast-enabled devices on your WiFi network.;Christ the King Lutheran uses the local network to discover Cast-enabled devices on your WiFi network.
com.librestream.hyster.yale.group;HY-Shield Virtual Expert verwendet den lokalen Netzwerkzugang, um Onsight-Benutzer im selben Netzwerk anzurufen;HY-Shield Virtual Expert uses Local Network access to call Onsight users on the same network;Onsight Connect uses Local Network access to call Onsight users on the same network
com.getflamingo.FourthStreetEastApartments;;This app requires this permission as it allows user to cast videos on devices connected to a local network.;This app requires this permission as it allows user to cast videos on devices connected to a local network.
se.mtgradio.powerhitradio;;The local network is used to discover Cast-enabled devices on your WiFi network.;The local network is used to discover Cast-enabled devices on your WiFi network.
com.cruisecloud.MioFive.dvr;Bitte wÃ¤hlen Sie â€œZulassenâ€, denn die Verbindung zur Dash Cam MUSS Ã¼ber das lokale Netzwerk erfolgen.;Please choose â€œAllowâ€, because connecting to Dash Cam MUST be based on the local network.;LocalNetworkusagededeScripction
com.echurchapps.wavechurch;;Wave Church app uses the local network to connect to Cast-enabled devices on your WiFi network.;Wave Church app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.subsplashconsulting.BWXKC8;;Lakes Free Church uses the local network to discover Cast-enabled devices on your WiFi network.;Lakes Free Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashstudio413.Calvary-Bible-Church-Ann-Arbor;;Calvary Bible Church Ann Arbor uses the local network to discover Cast-enabled devices on your WiFi network.;Calvary Bible Church Ann Arbor uses the local network to discover Cast-enabled devices on your WiFi network.
com.trainerize.corpfitness;;Corp Fitness uses the local network to discover Cast-enabled devices on your WiFi network.;Corp Fitness uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.JFCRK3;;North Cleveland uses the local network to discover Cast-enabled devices on your WiFi network.;North Cleveland uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.R6SHQK;;CE Cape Town North uses the local network to discover Cast-enabled devices on your WiFi network.;CE Cape Town North uses the local network to discover Cast-enabled devices on your WiFi network.
com.rollinglive;;RollingLiveStudios uses the local network to discover Cast-enabled devices on your WiFi network.;RollingLiveStudios uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.BHVZJN;;Free Worshipper Church uses the local network to discover Cast-enabled devices on your WiFi network.;Free Worshipper Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.RF22HC;;Revival Now uses the local network to discover Cast-enabled devices on your WiFi network.;Revival Now uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.6GKSMQ;;BRIDGE Ministries uses the local network to discover Cast-enabled devices on your WiFi network.;BRIDGE Ministries uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.HRWH6X;;Restoration Fellowship Church uses the local network to discover Cast-enabled devices on your WiFi network.;Restoration Fellowship Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.S56XSG;;Emmanuel Pittsburgh uses the local network to discover Cast-enabled devices on your WiFi network.;Emmanuel Pittsburgh uses the local network to discover Cast-enabled devices on your WiFi network.
com.customchurchapps.appo5tzjt6q;;Faith Cathedral Church uses the local network to discover Cast-enabled devices on your WiFi network.;Faith Cathedral Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.varsitysportsnow;;VarsitySportsNow uses the local network to discover Cast-enabled devices on your WiFi network.;VarsitySportsNow uses the local network to discover Cast-enabled devices on your WiFi network.
com.watchfearless.WatchFearless;;Access to your network allows app to discover and connect to devices such as your TV.;Access to your network allows app to discover and connect to devices such as your TV.
com.globalpro.mobile.phone;;GLOBAL PRO would like to connect devices on the LAN to provide functions including live view and playback.;GLOBAL PRO would like to connect devices on the LAN to provide functions including live view and playback.
com.near.aec;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.echurchapps.rivercitysac;;River City Christian uses the local network to discover Cast-enabled devices on your WiFi network.;River City Christian uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.HV39JG;;Anthem Church uses the local network to discover Cast-enabled devices on your WiFi network.;Anthem Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.NZ57K5;;Liberty Baptist of Clermont uses the local network to discover Cast-enabled devices on your WiFi network.;Liberty Baptist of Clermont uses the local network to discover Cast-enabled devices on your WiFi network.
com.startupinvest.events;;Startup Invest uses the local network to find and connect to label printers.;Startup Invest uses the local network to find and connect to label printers.
org.chabad.JewishKIDSVideo;;"JewishKIDS uses the local network to discover Cast-enabled devices on your WiFi
network.";"JewishKIDS uses the local network to discover Cast-enabled devices on your WiFi
network."
com.subsplashconsulting.QNW5HP;;St Mary's London uses the local network to discover Cast-enabled devices on your WiFi network.;St Mary's London uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.36WMBZ;;COTLE uses the local network to discover Cast-enabled devices on your WiFi network.;COTLE uses the local network to discover Cast-enabled devices on your WiFi network.
com.subsplashconsulting.FWNTK8;;TheEdge.Church uses the local network to discover Cast-enabled devices on your WiFi network.;TheEdge.Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.tsm.cajunradio;;Uses the local network to discover Cast-enabled devices on your WiFi network.;Uses the local network to discover Cast-enabled devices on your WiFi network.
com.ickonic.ickonicapp;;IckonicMobile uses the local network to discover Cast-enabled devices on your WiFi network;IckonicMobile uses the local network to discover Cast-enabled devices on your WiFi network
com.subsplashconsulting.M8ZNFF;;Gray UMC uses the local network to discover Cast-enabled devices on your WiFi network.;Gray UMC uses the local network to discover Cast-enabled devices on your WiFi network.
com.hornblower.hornblower;;City Experiences uses the local network to connect with movie player or Tour Guide around you;City Experiences uses the local network to connect with movie player or tour guide around you
com.subsplashconsulting.ZQG8JP;;IBMDV uses the local network to discover Cast-enabled devices on your WiFi network.;IBMDV uses the local network to discover Cast-enabled devices on your WiFi network.
com.innovatise.traffordleisure;Erlaube Zugriff, um Streams und Videos auf Deinem TV zu schauen.;Allow local network access to watch videos on your TV;Allow local network access to watch videos on your TV
com.subsplashconsulting.T6J9H9;;CBC of Mesquite, Texas uses the local network to discover Cast-enabled devices on your WiFi network.;CBC of Mesquite, Texas uses the local network to discover Cast-enabled devices on your WiFi network.
io.pushpay.breakfreeworshipcovenant;;BFCWC app uses the local network to connect to Cast-enabled devices on your WiFi network.;BFCWC app uses the local network to connect to Cast-enabled devices on your WiFi network.
com.subsplashconsulting.FNXWXB;;Shiloh SDA Church uses the local network to discover Cast-enabled devices on your WiFi network.;Shiloh SDA Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.netatmo.thermostat;;Energy needs access to your local network to be able to connect with the Relay and install the product;Energy needs access to your local network to be able to connect with the Relay and install the product
io.pushpay.parkcommunitychurch;;Park Community Church uses the local network to discover Cast-enabled devices on your WiFi network.;Park Community Church uses the local network to discover Cast-enabled devices on your WiFi network.
com.dts.headfi;;Headphones uses the local network to connect to network audio devices.;Headphones uses the local network to connect to network audio devices.
com.watchstntv;;STN uses the local network to discover Cast-enabled devices on your WiFi network.;STN uses the local network to discover Cast-enabled devices on your WiFi network.
com.tsm.radiotexaslive;;Uses the local network to discover Cast-enabled devices on your WiFi network.;Uses the local network to discover Cast-enabled devices on your WiFi network.
com.zingat.pro;;;Zingat uses the local network to explore the cast devices in your pro wifi.
com.yunpiansong.mtfOverseas;FÃ¼r die WiFi-Verbindung ist die Genehmigung des lokalen Netzwerks erforderlich;WiFi interconnection requires the local network permission;When you use the WIFI interconnection function, the app visits your local network permissions
com.tieto.yle.areena.for.ipad ;;yle-areena-ipad-release uses the local network to discover Cast-enabled devices on your WiFi network.;yle-areena-ipad-release uses the local network to discover Cast-enabled devices on your WiFi network.
com.ea.sims3deluxe.ipad.bv ;;To join a nearby friend in AR mode, local network access is required.;To join a nearby friend in AR mode, local network access is required.
net.nyxapp.ipad.Nyx;;Allows discovering and communicating with POS receipt printers on the local network.;Allows discovering and communicating with POS receipt printers on the local network.
